Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Rating
NC2544,8.133,Non-Edible,0.044758,Canned,58.13,OUT010,1998,Small,Tier 3,Grocery Store,75.94,4.9
DR8370,5.258,low fat,0.049781,Snack Foods,44.52,OUT049,1999,Medium,Tier 1,Supermarket Type1,455.41,4.4
FD2070,7.477,Regular,0.166999,Fruits and Vegetables,49.48,OUT027,1985,Medium,Tier 3,Supermarket Type3,370.04,3.5
DR9012,13.935,Regular,0.093415,Breakfast,150.25,OUT035,2004,Small,Tier 2,Supermarket Type1,2224.47,4.0
FD4426,13.391,LF,0.145335,Starchy Foods,163.52,OUT035,2004,Small,Tier 2,Supermarket Type1,2410.45,5.0
NC2245,4.822,Non-Edible,0.141373,Fruits and Vegetables,122.78,OUT017,2007,,Tier 2,Supermarket Type1,1691.1,4.9
FD2116,20.113,LF,0.04687,Hard Drinks,235.62,OUT035,2004,Small,Tier 2,Supermarket Type1,1161.29,4.5
NC6897,18.084,Non-Edible,0.06379,Canned,145.39,OUT049,1999,Medium,Tier 1,Supermarket Type1,1928.01,4.6
NC2885,5.619,Non-Edible,0.103861,Frozen Foods,103.93,OUT010,1998,Small,Tier 3,Grocery Store,391.14,4.6
NC5272,10.119,Non-Edible,0.007744,Hard Drinks,265.72,OUT019,1985,Small,Tier 1,Grocery Store,804.9,4.3
FD6179,9.573,low fat,0.091511,Fruits and Vegetables,124.22,OUT045,2002,,Tier 2,Supermarket Type1,1376.45,4.4
FD1965,7.516,Regular,0.109117,Seafood,207.23,OUT018,2009,Medium,Tier 3,Supermarket Type2,627.92,2.3
NC2296,17.79,Non-Edible,0.027671,Starchy Foods,141.92,OUT049,1999,Medium,Tier 1,Supermarket Type1,1428.13,4.2
DR9760,18.387,Low Fat,0.043851,Baking Goods,236.5,OUT046,1997,Small,Tier 1,Supermarket Type1,3683.76,3.2
DR7733,,LF,0.005191,Snack Foods,40.82,OUT045,2002,,Tier 2,Supermarket Type1,359.76,3.3
DR9840,16.366,Low Fat,0.09562,Canned,214.52,OUT045,2002,,Tier 2,Supermarket Type1,2534.39,3.8
NC3133,21.304,Non-Edible,0.02965,Snack Foods,147.73,OUT013,1987,High,Tier 3,Supermarket Type1,463.58,3.4
NC2694,6.667,Non-Edible,0.0,Fruits and Vegetables,94.93,OUT046,1997,Small,Tier 1,Supermarket Type1,768.24,3.2
FD6630,11.201,Low Fat,0.114548,Household,90.96,OUT019,1985,Small,Tier 1,Grocery Store,110.3,4.1
NC4284,15.133,Non-Edible,0.063793,Breakfast,32.48,OUT027,1985,Medium,Tier 3,Supermarket Type3,924.17,4.4
DR4743,,reg,0.047037,Fruits and Vegetables,45.9,OUT010,1998,Small,Tier 3,Grocery Store,107.4,4.8
NC8915,11.762,Non-Edible,0.017231,Frozen Foods,213.47,OUT013,1987,High,Tier 3,Supermarket Type1,2791.64,3.2
FD8395,17.331,Regular,0.025021,Baking Goods,234.94,OUT013,1987,High,Tier 3,Supermarket Type1,905.64,3.2
DR9783,16.318,Low Fat,0.160979,Soft Drinks,104.6,OUT019,1985,Small,Tier 1,Grocery Store,69.64,4.8
FD8443,12.917,reg,0.118985,Breakfast,105.39,OUT017,2007,,Tier 2,Supermarket Type1,1154.16,2.2
NC5127,12.801,Non-Edible,0.057249,Soft Drinks,85.87,OUT045,2002,,Tier 2,Supermarket Type1,357.81,3.4
FD1069,15.679,low fat,0.055039,Hard Drinks,183.56,OUT017,2007,,Tier 2,Supermarket Type1,1861.22,3.1
NC1076,7.174,Non-Edible,0.0,Household,174.01,OUT017,2007,,Tier 2,Supermarket Type1,2905.18,2.3
FD8395,17.331,Regular,0.044107,Baking Goods,234.94,OUT046,1997,Small,Tier 1,Supermarket Type1,1292.59,4.1
NC4189,19.44,Non-Edible,0.175444,Household,241.73,OUT049,1999,Medium,Tier 1,Supermarket Type1,3528.47,1.1
DR1079,17.091,low fat,0.085017,Health and Hygiene,217.88,OUT013,1987,High,Tier 3,Supermarket Type1,2840.32,2.4
NC6681,13.373,Non-Edible,0.151922,Baking Goods,83.74,OUT017,2007,,Tier 2,Supermarket Type1,1407.68,5.0
DR2090,20.22,Low Fat,0.04459,Fruits and Vegetables,77.95,OUT035,2004,Small,Tier 2,Supermarket Type1,1020.74,4.9
DR3840,11.495,low fat,0.0,Breakfast,173.54,OUT019,1985,Small,Tier 1,Grocery Store,132.75,4.6
DR8786,17.644,LF,0.186793,Health and Hygiene,39.04,OUT010,1998,Small,Tier 3,Grocery Store,64.87,4.2
FD4072,8.079,reg,0.160661,Baking Goods,82.24,OUT035,2004,Small,Tier 2,Supermarket Type1,902.67,4.7
NC2618,16.629,Non-Edible,0.020893,Breakfast,247.84,OUT010,1998,Small,Tier 3,Grocery Store,698.02,4.7
FD4460,16.635,low fat,0.16281,Breads,158.08,OUT019,1985,Small,Tier 1,Grocery Store,98.6,3.9
FD8763,17.371,low fat,0.031072,Soft Drinks,138.8,OUT046,1997,Small,Tier 1,Supermarket Type1,1853.55,2.1
NC2774,13.711,Non-Edible,0.05535,Breakfast,35.3,OUT049,1999,Medium,Tier 1,Supermarket Type1,298.13,4.8
NC3275,18.138,Non-Edible,0.085793,Fruits and Vegetables,189.64,OUT049,1999,Medium,Tier 1,Supermarket Type1,2412.57,4.7
FD4529,11.399,Low Fat,0.136723,Breads,215.91,OUT027,1985,Medium,Tier 3,Supermarket Type3,2099.58,4.0
NC8869,21.104,Non-Edible,0.145494,Health and Hygiene,47.67,OUT013,1987,High,Tier 3,Supermarket Type1,296.4,4.7
FD3575,,LF,0.044033,Hard Drinks,66.9,OUT019,1985,Small,Tier 1,Grocery Store,161.47,4.8
NC6787,15.257,Non-Edible,0.107364,Health and Hygiene,72.31,OUT013,1987,High,Tier 3,Supermarket Type1,482.43,5.0
FD7915,13.915,LF,0.136391,Breads,69.61,OUT049,1999,Medium,Tier 1,Supermarket Type1,253.29,3.8
NC9337,7.565,Non-Edible,0.0,Baking Goods,191.7,OUT013,1987,High,Tier 3,Supermarket Type1,2013.81,3.2
DR7476,12.435,LF,0.089823,Dairy,152.03,OUT013,1987,High,Tier 3,Supermarket Type1,2088.48,3.7
FD9857,10.609,Low Fat,0.1845,Breads,144.87,OUT018,2009,Medium,Tier 3,Supermarket Type2,1592.99,3.6
DR3981,5.711,Low Fat,0.098625,Frozen Foods,235.73,OUT045,2002,,Tier 2,Supermarket Type1,2587.41,4.8
FD1142,15.088,Regular,0.081547,Soft Drinks,180.8,OUT017,2007,,Tier 2,Supermarket Type1,2138.64,4.1
NC9981,17.334,Non-Edible,0.187277,Breads,258.87,OUT019,1985,Small,Tier 1,Grocery Store,782.63,1.3
NC6475,13.905,Non-Edible,0.031431,Breads,81.78,OUT049,1999,Medium,Tier 1,Supermarket Type1,501.91,4.3
FD2984,15.799,Regular,0.059371,Fruits and Vegetables,264.26,OUT018,2009,Medium,Tier 3,Supermarket Type2,1578.5,4.5
DR8038,,Low Fat,0.0,Hard Drinks,35.73,OUT045,2002,,Tier 2,Supermarket Type1,329.64,3.3
FD6326,10.566,Low Fat,0.13096,Dairy,65.83,OUT017,2007,,Tier 2,Supermarket Type1,327.05,4.5
DR6882,18.648,reg,0.144123,Frozen Foods,220.89,OUT013,1987,High,Tier 3,Supermarket Type1,2768.97,3.9
FD3744,15.756,LF,0.05846,Soft Drinks,252.85,OUT045,2002,,Tier 2,Supermarket Type1,3334.42,4.9
DR3255,9.281,reg,0.006997,Snack Foods,85.52,OUT010,1998,Small,Tier 3,Grocery Store,41.85,4.7
NC5149,21.075,Non-Edible,0.132193,Baking Goods,201.91,OUT010,1998,Small,Tier 3,Grocery Store,230.13,3.6
FD2977,,Regular,0.11923,Soft Drinks,233.21,OUT027,1985,Medium,Tier 3,Supermarket Type3,2732.18,4.7
DR9187,,low fat,0.178506,Breads,169.29,OUT010,1998,Small,Tier 3,Grocery Store,43.9,4.8
DR1272,13.538,LF,0.179552,Seafood,244.23,OUT049,1999,Medium,Tier 1,Supermarket Type1,2708.71,4.1
NC8063,13.602,Non-Edible,0.114856,Soft Drinks,101.34,OUT049,1999,Medium,Tier 1,Supermarket Type1,471.21,3.6
DR2493,15.388,Regular,0.11152,Frozen Foods,41.85,OUT019,1985,Small,Tier 1,Grocery Store,44.95,4.4
DR4551,4.905,reg,0.008483,Meat,216.87,OUT045,2002,,Tier 2,Supermarket Type1,1704.59,4.7
DR3811,21.194,LF,0.043379,Household,217.57,OUT019,1985,Small,Tier 1,Grocery Store,307.7,3.2
FD6786,15.238,Low Fat,0.054736,Frozen Foods,265.28,OUT019,1985,Small,Tier 1,Grocery Store,464.12,4.7
DR1480,13.83,Regular,0.029441,Household,144.62,OUT010,1998,Small,Tier 3,Grocery Store,468.83,1.4
FD9582,16.936,Low Fat,0.096927,Snack Foods,128.92,OUT046,1997,Small,Tier 1,Supermarket Type1,990.75,1.0
NC6219,20.682,Non-Edible,0.055977,Canned,179.35,OUT046,1997,Small,Tier 1,Supermarket Type1,1555.6,3.4
DR2862,5.573,LF,0.0,Household,226.47,OUT045,2002,,Tier 2,Supermarket Type1,3207.13,4.2
FD5582,20.133,reg,0.038309,Seafood,120.15,OUT017,2007,,Tier 2,Supermarket Type1,1573.88,4.4
DR5363,,low fat,0.171874,Health and Hygiene,85.08,OUT013,1987,High,Tier 3,Supermarket Type1,1128.45,3.5
NC3230,8.538,Non-Edible,0.108042,Dairy,142.15,OUT046,1997,Small,Tier 1,Supermarket Type1,376.21,4.2
DR2027,7.052,LF,0.014385,Breads,237.08,OUT018,2009,Medium,Tier 3,Supermarket Type2,1420.5,3.0
NC8869,21.104,Non-Edible,0.148162,Health and Hygiene,47.67,OUT049,1999,Medium,Tier 1,Supermarket Type1,57.61,3.3
FD9998,11.156,reg,0.130938,Meat,131.7,OUT035,2004,Small,Tier 2,Supermarket Type1,677.33,4.7
DR3764,8.881,Regular,0.035229,Frozen Foods,40.15,OUT035,2004,Small,Tier 2,Supermarket Type1,651.5,4.9
FD1017,10.166,Low Fat,0.176166,Baking Goods,116.84,OUT017,2007,,Tier 2,Supermarket Type1,2008.4,2.1
NC8188,6.157,Non-Edible,0.0,Baking Goods,230.18,OUT046,1997,Small,Tier 1,Supermarket Type1,3279.6,4.6
NC2137,16.216,Non-Edible,0.11831,Fruits and Vegetables,154.62,OUT027,1985,Medium,Tier 3,Supermarket Type3,2009.63,4.6
FD2924,4.76,Low Fat,0.136436,Soft Drinks,177.06,OUT046,1997,Small,Tier 1,Supermarket Type1,2264.91,1.0
NC9259,20.639,Non-Edible,0.126158,Health and Hygiene,110.16,OUT035,2004,Small,Tier 2,Supermarket Type1,909.26,4.8
DR7074,20.971,LF,0.049793,Soft Drinks,248.28,OUT010,1998,Small,Tier 3,Grocery Store,374.02,4.3
DR9694,7.162,LF,0.0,Snack Foods,61.42,OUT046,1997,Small,Tier 1,Supermarket Type1,713.71,3.6
NC6742,9.277,Non-Edible,0.146783,Canned,107.37,OUT019,1985,Small,Tier 1,Grocery Store,55.18,3.1
NC1281,11.668,Non-Edible,0.031836,Dairy,88.21,OUT017,2007,,Tier 2,Supermarket Type1,614.84,4.7
FD1355,7.571,reg,0.11828,Seafood,258.58,OUT049,1999,Medium,Tier 1,Supermarket Type1,3461.53,4.0
NC6588,15.185,Non-Edible,0.180169,Seafood,224.62,OUT013,1987,High,Tier 3,Supermarket Type1,2827.14,1.2
NC7237,13.052,Non-Edible,0.007121,Baking Goods,264.52,OUT019,1985,Small,Tier 1,Grocery Store,444.65,3.4
DR3269,13.269,reg,0.0,Fruits and Vegetables,192.81,OUT017,2007,,Tier 2,Supermarket Type1,2180.46,4.6
DR3737,5.013,LF,0.096085,Meat,197.47,OUT035,2004,Small,Tier 2,Supermarket Type1,2167.97,3.0
DR3975,16.644,Low Fat,0.16528,Hard Drinks,131.25,OUT046,1997,Small,Tier 1,Supermarket Type1,826.59,4.7
FD1668,,Regular,0.034719,Breakfast,146.15,OUT017,2007,,Tier 2,Supermarket Type1,2552.01,4.2
FD7012,,reg,0.065435,Breakfast,235.18,OUT019,1985,Small,Tier 1,Grocery Store,94.42,4.8
DR3180,,Low Fat,0.158143,Health and Hygiene,184.86,OUT049,1999,Medium,Tier 1,Supermarket Type1,567.73,3.8
NC2988,13.857,Non-Edible,0.166852,Hard Drinks,152.7,OUT017,2007,,Tier 2,Supermarket Type1,162.03,3.5
DR4269,7.821,low fat,0.079332,Breads,170.83,OUT045,2002,,Tier 2,Supermarket Type1,1560.45,4.6
DR5021,20.222,low fat,0.055409,Hard Drinks,131.96,OUT013,1987,High,Tier 3,Supermarket Type1,1505.79,4.7
DR6440,15.358,Regular,0.186991,Snack Foods,77.46,OUT010,1998,Small,Tier 3,Grocery Store,112.58,4.5
FD2924,4.76,Low Fat,0.109626,Soft Drinks,177.06,OUT013,1987,High,Tier 3,Supermarket Type1,1948.72,4.9
NC5176,9.157,Non-Edible,0.0,Canned,91.9,OUT013,1987,High,Tier 3,Supermarket Type1,1258.63,4.1
DR2910,,Regular,0.080004,Health and Hygiene,125.05,OUT049,1999,Medium,Tier 1,Supermarket Type1,1970.91,4.8
NC7380,18.593,Non-Edible,0.058959,Health and Hygiene,82.48,OUT019,1985,Small,Tier 1,Grocery Store,36.92,4.7
DR9986,14.661,Regular,0.008425,Hard Drinks,155.52,OUT013,1987,High,Tier 3,Supermarket Type1,1595.25,4.7
DR2434,17.446,low fat,0.086973,Breads,192.04,OUT013,1987,High,Tier 3,Supermarket Type1,2012.46,3.1
NC2667,18.543,Non-Edible,0.068547,Dairy,237.49,OUT017,2007,,Tier 2,Supermarket Type1,1535.16,3.9
NC5848,16.435,Non-Edible,0.0,Snack Foods,257.93,OUT010,1998,Small,Tier 3,Grocery Store,694.64,4.7
FD2747,8.671,Low Fat,0.020677,Breakfast,214.89,OUT045,2002,,Tier 2,Supermarket Type1,2475.22,1.9
NC2280,10.328,Non-Edible,0.092221,Soft Drinks,58.84,OUT035,2004,Small,Tier 2,Supermarket Type1,340.76,3.6
DR1582,20.015,Low Fat,0.184489,Soft Drinks,63.28,OUT035,2004,Small,Tier 2,Supermarket Type1,936.54,3.7
FD7115,,low fat,0.077344,Breads,33.52,OUT017,2007,,Tier 2,Supermarket Type1,38.17,4.4
FD3828,15.601,Regular,0.0,Breads,67.76,OUT046,1997,Small,Tier 1,Supermarket Type1,850.41,4.6
NC9539,7.918,Non-Edible,0.174095,Dairy,177.7,OUT049,1999,Medium,Tier 1,Supermarket Type1,2303.34,4.6
FD7576,20.142,LF,0.024586,Seafood,41.15,OUT017,2007,,Tier 2,Supermarket Type1,656.47,4.3
DR3573,20.268,LF,0.085685,Dairy,156.98,OUT010,1998,Small,Tier 3,Grocery Store,112.81,3.8
NC6764,20.112,Non-Edible,0.023413,Seafood,89.65,OUT046,1997,Small,Tier 1,Supermarket Type1,1177.3,4.3
NC1033,7.158,Non-Edible,0.077035,Meat,63.53,OUT027,1985,Medium,Tier 3,Supermarket Type3,345.83,3.5
FD5431,16.45,Regular,0.078426,Breads,237.13,OUT018,2009,Medium,Tier 3,Supermarket Type2,2435.78,4.3
NC7985,9.37,Non-Edible,0.0,Health and Hygiene,118.55,OUT045,2002,,Tier 2,Supermarket Type1,419.04,3.4
DR2862,5.573,LF,0.17025,Household,226.47,OUT045,2002,,Tier 2,Supermarket Type1,2988.35,4.9
DR2577,11.181,reg,0.116051,Household,57.03,OUT035,2004,Small,Tier 2,Supermarket Type1,64.62,3.9
FD4842,5.156,LF,0.168587,Dairy,91.83,OUT049,1999,Medium,Tier 1,Supermarket Type1,445.27,4.5
NC7552,17.275,Non-Edible,0.092574,Meat,219.07,OUT017,2007,,Tier 2,Supermarket Type1,2379.94,4.1
DR1526,17.483,Low Fat,0.156364,Dairy,192.05,OUT017,2007,,Tier 2,Supermarket Type1,982.83,4.9
DR9477,17.578,reg,0.0,Hard Drinks,246.09,OUT035,2004,Small,Tier 2,Supermarket Type1,4740.91,3.0
DR2776,14.316,reg,0.115304,Household,159.52,OUT046,1997,Small,Tier 1,Supermarket Type1,480.69,4.2
NC8199,5.667,Non-Edible,0.095161,Fruits and Vegetables,51.43,OUT049,1999,Medium,Tier 1,Supermarket Type1,290.68,4.0
NC8053,14.5,Non-Edible,0.013917,Frozen Foods,172.92,OUT018,2009,Medium,Tier 3,Supermarket Type2,1103.72,5.0
NC4770,6.059,Non-Edible,0.185376,Dairy,254.29,OUT013,1987,High,Tier 3,Supermarket Type1,2717.68,4.2
NC2544,8.133,Non-Edible,0.165517,Canned,58.13,OUT027,1985,Medium,Tier 3,Supermarket Type3,784.99,3.7
NC3422,16.356,Non-Edible,0.166897,Starchy Foods,72.49,OUT013,1987,High,Tier 3,Supermarket Type1,267.4,5.0
NC9981,17.334,Non-Edible,0.027835,Breads,258.87,OUT046,1997,Small,Tier 1,Supermarket Type1,2725.12,5.0
FD2984,,Regular,0.006399,Fruits and Vegetables,264.26,OUT035,2004,Small,Tier 2,Supermarket Type1,3479.46,3.8
NC7229,11.911,Non-Edible,0.159889,Meat,131.26,OUT046,1997,Small,Tier 1,Supermarket Type1,1500.85,4.8
FD9425,9.616,reg,0.059413,Frozen Foods,265.19,OUT049,1999,Medium,Tier 1,Supermarket Type1,2383.83,4.1
DR1285,20.702,LF,0.054472,Fruits and Vegetables,182.07,OUT018,2009,Medium,Tier 3,Supermarket Type2,1195.51,4.0
FD4072,8.079,reg,0.0,Baking Goods,82.24,OUT017,2007,,Tier 2,Supermarket Type1,588.38,4.4
DR9666,17.281,LF,0.183865,Dairy,110.85,OUT017,2007,,Tier 2,Supermarket Type1,955.43,4.1
FD2345,8.326,Regular,0.12858,Breads,230.1,OUT019,1985,Small,Tier 1,Grocery Store,522.13,5.0
DR7770,,LF,0.021198,Breads,201.38,OUT045,2002,,Tier 2,Supermarket Type1,2596.95,4.5
FD8773,20.188,reg,0.139639,Dairy,160.49,OUT019,1985,Small,Tier 1,Grocery Store,490.76,4.1
NC2740,20.258,Non-Edible,0.157008,Household,117.44,OUT035,2004,Small,Tier 2,Supermarket Type1,1555.04,3.8
FD3970,21.285,Regular,0.057518,Hard Drinks,193.35,OUT010,1998,Small,Tier 3,Grocery Store,420.37,3.3
NC5848,16.435,Non-Edible,0.14856,Snack Foods,257.93,OUT049,1999,Medium,Tier 1,Supermarket Type1,3628.23,4.8
NC6926,17.642,Non-Edible,0.151033,Health and Hygiene,97.33,OUT017,2007,,Tier 2,Supermarket Type1,893.57,4.2
FD1531,14.859,Regular,0.092278,Soft Drinks,122.68,OUT019,1985,Small,Tier 1,Grocery Store,337.02,4.8
DR7671,9.437,LF,0.136464,Meat,134.15,OUT046,1997,Small,Tier 1,Supermarket Type1,660.28,3.7
NC9169,12.881,Non-Edible,0.147782,Breads,65.97,OUT017,2007,,Tier 2,Supermarket Type1,653.5,4.2
DR6882,18.648,reg,0.019823,Frozen Foods,220.89,OUT017,2007,,Tier 2,Supermarket Type1,1407.3,3.7
FD5430,,reg,0.146709,Snack Foods,94.03,OUT035,2004,Small,Tier 2,Supermarket Type1,1149.69,3.5
DR2438,,LF,0.087845,Soft Drinks,183.68,OUT027,1985,Medium,Tier 3,Supermarket Type3,1769.54,4.3
DR7854,8.447,Low Fat,0.062797,Household,79.39,OUT045,2002,,Tier 2,Supermarket Type1,241.77,5.0
NC9337,7.565,Non-Edible,0.163174,Baking Goods,191.7,OUT035,2004,Small,Tier 2,Supermarket Type1,2870.41,3.3
FD2417,7.772,LF,0.027336,Breakfast,96.55,OUT013,1987,High,Tier 3,Supermarket Type1,1297.45,3.5
NC1555,5.54,Non-Edible,0.130659,Meat,68.54,OUT013,1987,High,Tier 3,Supermarket Type1,645.74,4.3
NC2774,13.711,Non-Edible,0.028061,Breakfast,35.3,OUT017,2007,,Tier 2,Supermarket Type1,241.72,4.6
NC9048,16.68,Non-Edible,0.100763,Hard Drinks,228.35,OUT010,1998,Small,Tier 3,Grocery Store,519.97,4.4
NC1235,20.304,Non-Edible,0.042512,Frozen Foods,210.91,OUT017,2007,,Tier 2,Supermarket Type1,530.79,4.9
FD7476,9.297,reg,0.129419,Household,96.16,OUT045,2002,,Tier 2,Supermarket Type1,1567.6,3.1
NC3372,6.564,Non-Edible,0.16029,Fruits and Vegetables,189.94,OUT017,2007,,Tier 2,Supermarket Type1,2839.05,3.5
FD9214,15.745,Regular,0.107422,Breads,245.42,OUT049,1999,Medium,Tier 1,Supermarket Type1,1303.84,4.3
FD7476,,reg,0.048994,Household,96.16,OUT019,1985,Small,Tier 1,Grocery Store,171.76,3.2
DR6293,9.774,LF,0.135302,Hard Drinks,31.94,OUT035,2004,Small,Tier 2,Supermarket Type1,493.57,2.1
NC8281,16.234,Non-Edible,0.05699,Fruits and Vegetables,182.37,OUT019,1985,Small,Tier 1,Grocery Store,371.22,1.2
NC9287,17.219,Non-Edible,0.017036,Soft Drinks,165.28,OUT035,2004,Small,Tier 2,Supermarket Type1,903.07,4.8
DR1918,,Low Fat,0.050993,Snack Foods,208.06,OUT046,1997,Small,Tier 1,Supermarket Type1,1138.54,4.8
NC3581,6.544,Non-Edible,0.17528,Health and Hygiene,209.77,OUT049,1999,Medium,Tier 1,Supermarket Type1,3331.21,3.4
NC6569,8.648,Non-Edible,0.045757,Hard Drinks,159.97,OUT013,1987,High,Tier 3,Supermarket Type1,2819.22,4.4
FD5987,8.885,LF,0.186804,Health and Hygiene,229.47,OUT046,1997,Small,Tier 1,Supermarket Type1,805.31,3.6
DR4525,5.557,Regular,0.174703,Hard Drinks,157.13,OUT018,2009,Medium,Tier 3,Supermarket Type2,1666.98,2.8
DR9477,17.578,reg,0.151185,Hard Drinks,246.09,OUT027,1985,Medium,Tier 3,Supermarket Type3,4786.33,4.9
FD6460,18.189,Regular,0.013764,Frozen Foods,215.48,OUT035,2004,Small,Tier 2,Supermarket Type1,2567.56,4.7
DR4688,14.447,reg,0.077994,Hard Drinks,117.25,OUT019,1985,Small,Tier 1,Grocery Store,340.87,4.7
FD6176,14.615,Low Fat,0.089117,Breads,41.51,OUT019,1985,Small,Tier 1,Grocery Store,82.51,4.3
NC7749,7.053,Non-Edible,0.086999,Seafood,43.58,OUT013,1987,High,Tier 3,Supermarket Type1,388.73,4.6
NC3620,13.699,Non-Edible,0.038252,Seafood,67.28,OUT049,1999,Medium,Tier 1,Supermarket Type1,512.21,4.6
NC9169,12.881,Non-Edible,0.0,Breads,65.97,OUT010,1998,Small,Tier 3,Grocery Store,163.66,3.1
FD2346,14.75,LF,0.140431,Soft Drinks,79.56,OUT019,1985,Small,Tier 1,Grocery Store,172.1,4.4
FD2121,12.558,low fat,0.121959,Dairy,198.01,OUT027,1985,Medium,Tier 3,Supermarket Type3,4911.03,3.0
DR1359,,LF,0.101235,Seafood,81.6,OUT010,1998,Small,Tier 3,Grocery Store,287.67,4.2
DR9780,6.899,LF,0.012056,Household,237.01,OUT018,2009,Medium,Tier 3,Supermarket Type2,2137.32,4.2
DR9619,16.698,Low Fat,0.085791,Fruits and Vegetables,176.52,OUT010,1998,Small,Tier 3,Grocery Store,160.47,2.7
FD3521,16.607,low fat,0.180164,Snack Foods,137.96,OUT049,1999,Medium,Tier 1,Supermarket Type1,864.78,3.1
FD4766,9.627,reg,0.149393,Soft Drinks,188.03,OUT045,2002,,Tier 2,Supermarket Type1,1401.0,4.2
FD8994,,low fat,0.16359,Breads,93.96,OUT027,1985,Medium,Tier 3,Supermarket Type3,1923.27,4.6
FD2711,20.107,Regular,0.074249,Breads,155.7,OUT035,2004,Small,Tier 2,Supermarket Type1,2579.01,4.4
FD2417,7.772,LF,0.023426,Breakfast,96.55,OUT045,2002,,Tier 2,Supermarket Type1,110.14,3.2
FD9582,,Low Fat,0.078085,Snack Foods,128.92,OUT017,2007,,Tier 2,Supermarket Type1,796.07,3.2
NC2048,19.344,Non-Edible,0.011501,Breakfast,76.92,OUT045,2002,,Tier 2,Supermarket Type1,768.75,3.8
NC6250,6.399,Non-Edible,0.085835,Canned,39.67,OUT013,1987,High,Tier 3,Supermarket Type1,42.0,4.1
DR6393,7.229,LF,0.053408,Breads,263.71,OUT046,1997,Small,Tier 1,Supermarket Type1,1905.06,4.2
NC9539,7.918,Non-Edible,0.026328,Dairy,177.7,OUT046,1997,Small,Tier 1,Supermarket Type1,1854.8,4.4
DR2899,6.871,Regular,0.155037,Starchy Foods,186.17,OUT027,1985,Medium,Tier 3,Supermarket Type3,354.89,3.1
DR6888,9.451,Regular,0.141252,Health and Hygiene,131.81,OUT049,1999,Medium,Tier 1,Supermarket Type1,1600.0,4.3
NC2774,13.711,Non-Edible,0.014649,Breakfast,35.3,OUT013,1987,High,Tier 3,Supermarket Type1,321.43,4.2
NC6569,8.648,Non-Edible,0.096068,Hard Drinks,159.97,OUT018,2009,Medium,Tier 3,Supermarket Type2,398.46,4.1
DR1272,,LF,0.10753,Seafood,244.23,OUT010,1998,Small,Tier 3,Grocery Store,266.27,4.9
NC2442,16.557,Non-Edible,0.036361,Meat,232.02,OUT018,2009,Medium,Tier 3,Supermarket Type2,2517.72,4.8
FD8734,18.485,low fat,0.13615,Fruits and Vegetables,49.69,OUT035,2004,Small,Tier 2,Supermarket Type1,517.53,4.2
FD3032,,low fat,0.097801,Dairy,139.91,OUT049,1999,Medium,Tier 1,Supermarket Type1,852.94,1.3
FD3970,21.285,Regular,0.051632,Hard Drinks,193.35,OUT049,1999,Medium,Tier 1,Supermarket Type1,1036.3,3.9
DR2081,11.678,LF,0.119166,Breads,42.25,OUT035,2004,Small,Tier 2,Supermarket Type1,707.88,4.4
NC3472,20.581,Non-Edible,0.036407,Soft Drinks,139.15,OUT013,1987,High,Tier 3,Supermarket Type1,973.55,3.4
FD8457,12.767,reg,0.05169,Health and Hygiene,143.29,OUT017,2007,,Tier 2,Supermarket Type1,2155.03,4.4
FD2255,9.928,Regular,0.009144,Starchy Foods,253.65,OUT035,2004,Small,Tier 2,Supermarket Type1,3106.6,3.6
NC5137,5.685,Non-Edible,0.099798,Health and Hygiene,95.65,OUT049,1999,Medium,Tier 1,Supermarket Type1,1149.56,4.1
FD7111,5.729,LF,0.18543,Canned,153.67,OUT045,2002,,Tier 2,Supermarket Type1,966.55,4.9
NC7343,12.266,Non-Edible,0.184787,Canned,218.81,OUT046,1997,Small,Tier 1,Supermarket Type1,809.74,3.2
NC2119,7.921,Non-Edible,0.094999,Meat,69.63,OUT010,1998,Small,Tier 3,Grocery Store,287.71,4.6
FD4458,,low fat,0.176696,Snack Foods,144.94,OUT035,2004,Small,Tier 2,Supermarket Type1,2304.19,4.5
NC2784,12.229,Non-Edible,0.154815,Soft Drinks,41.72,OUT035,2004,Small,Tier 2,Supermarket Type1,507.28,1.7
NC3163,13.239,Non-Edible,0.083427,Soft Drinks,99.58,OUT045,2002,,Tier 2,Supermarket Type1,992.65,4.9
NC6458,16.333,Non-Edible,0.151066,Household,213.44,OUT017,2007,,Tier 2,Supermarket Type1,1664.57,3.3
FD9273,6.386,reg,0.118532,Soft Drinks,166.7,OUT027,1985,Medium,Tier 3,Supermarket Type3,595.19,1.6
FD4236,6.097,reg,0.019705,Frozen Foods,141.12,OUT018,2009,Medium,Tier 3,Supermarket Type2,2105.27,3.1
FD7872,11.064,low fat,0.134096,Canned,146.57,OUT046,1997,Small,Tier 1,Supermarket Type1,2245.15,4.4
DR9229,4.727,Low Fat,0.053725,Seafood,111.69,OUT049,1999,Medium,Tier 1,Supermarket Type1,395.68,4.5
NC3511,7.038,Non-Edible,0.122421,Baking Goods,197.54,OUT013,1987,High,Tier 3,Supermarket Type1,436.22,3.4
